medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
dienogeste,eritromicina,"Inibidores potentes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas desta progestina.",1,fonte1,manual,1.0
dienogeste,claritromicina,"Inibidores potentes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas desta progestina.",1,fonte1,manual,1.0
dienogeste,fluconazol,"Inibidores potentes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas desta progestina.",1,fonte1,manual,1.0
dienogeste,itraconazol,"Inibidores potentes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas desta progestina.",1,fonte1,manual,1.0
dienogeste,diltiazem,"Inibidores potentes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, itraconazol, voriconazol, fluconazol), verapamil, macrolídeos (por exemplo, claritromicina, eritromicina), diltiazem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas desta progestina.",1,fonte1,manual,1.0
lamotrigina,paracetamol,"Tabela 1: Efeito de drogas na concentração da lamotrigina (ver Posologia e Modo de Usar): Drogas que aumentam a concentração da lamotrigina Drogas que reduzem a concentração da lamotrigina Drogas que têm pouco ou nenhum efeito na concentração da lamo trigina Valproato carbamazepina lítio fenitoína bupropiona primidona olanzapina fenobarbitona oxcarbazepina rifampicina felbamato lopinavir/ritonavir gabapentina atazanavir/ritonavir* levetiracetam Associação de etinilestradiol/levonorgestrel** pregabalina topiramato zonisamida aripiprazol lacosamida perampanel paracetamol *Para orientações de dosagem, ver Posologia e Modo de Usar – Recomendações gerais para populações de pacientes especiais, adicionalmente para mulheres tomando contraceptivos orais ver também Advertências e Precauções – Contraceptivos hormonais.",1,fonte1,manual,1.0
lamotrigina,carbamazepina,"Tabela 1: Efeito de drogas na concentração da lamotrigina (ver Posologia e Modo de Usar): Drogas que aumentam a concentração da lamotrigina Drogas que reduzem a concentração da lamotrigina Drogas que têm pouco ou nenhum efeito na concentração da lamo trigina Valproato carbamazepina lítio fenitoína bupropiona primidona olanzapina fenobarbitona oxcarbazepina rifampicina felbamato lopinavir/ritonavir gabapentina atazanavir/ritonavir* levetiracetam Associação de etinilestradiol/levonorgestrel** pregabalina topiramato zonisamida aripiprazol lacosamida perampanel paracetamol *Para orientações de dosagem, ver Posologia e Modo de Usar – Recomendações gerais para populações de pacientes especiais, adicionalmente para mulheres tomando contraceptivos orais ver também Advertências e Precauções – Contraceptivos hormonais.",1,fonte1,manual,1.0
lamotrigina,rifampicina,"Tabela 1: Efeito de drogas na concentração da lamotrigina (ver Posologia e Modo de Usar): Drogas que aumentam a concentração da lamotrigina Drogas que reduzem a concentração da lamotrigina Drogas que têm pouco ou nenhum efeito na concentração da lamo trigina Valproato carbamazepina lítio fenitoína bupropiona primidona olanzapina fenobarbitona oxcarbazepina rifampicina felbamato lopinavir/ritonavir gabapentina atazanavir/ritonavir* levetiracetam Associação de etinilestradiol/levonorgestrel** pregabalina topiramato zonisamida aripiprazol lacosamida perampanel paracetamol *Para orientações de dosagem, ver Posologia e Modo de Usar – Recomendações gerais para populações de pacientes especiais, adicionalmente para mulheres tomando contraceptivos orais ver também Advertências e Precauções – Contraceptivos hormonais.",1,fonte1,manual,1.0
lamotrigina,gabapentina,"Tabela 1: Efeito de drogas na concentração da lamotrigina (ver Posologia e Modo de Usar): Drogas que aumentam a concentração da lamotrigina Drogas que reduzem a concentração da lamotrigina Drogas que têm pouco ou nenhum efeito na concentração da lamo trigina Valproato carbamazepina lítio fenitoína bupropiona primidona olanzapina fenobarbitona oxcarbazepina rifampicina felbamato lopinavir/ritonavir gabapentina atazanavir/ritonavir* levetiracetam Associação de etinilestradiol/levonorgestrel** pregabalina topiramato zonisamida aripiprazol lacosamida perampanel paracetamol *Para orientações de dosagem, ver Posologia e Modo de Usar – Recomendações gerais para populações de pacientes especiais, adicionalmente para mulheres tomando contraceptivos orais ver também Advertências e Precauções – Contraceptivos hormonais.",1,fonte1,manual,1.0
lamotrigina,olanzapina,"Tabela 1: Efeito de drogas na concentração da lamotrigina (ver Posologia e Modo de Usar): Drogas que aumentam a concentração da lamotrigina Drogas que reduzem a concentração da lamotrigina Drogas que têm pouco ou nenhum efeito na concentração da lamo trigina Valproato carbamazepina lítio fenitoína bupropiona primidona olanzapina fenobarbitona oxcarbazepina rifampicina felbamato lopinavir/ritonavir gabapentina atazanavir/ritonavir* levetiracetam Associação de etinilestradiol/levonorgestrel** pregabalina topiramato zonisamida aripiprazol lacosamida perampanel paracetamol *Para orientações de dosagem, ver Posologia e Modo de Usar – Recomendações gerais para populações de pacientes especiais, adicionalmente para mulheres tomando contraceptivos orais ver também Advertências e Precauções – Contraceptivos hormonais.",1,fonte1,manual,1.0
cloridrato de moxifloxacino,probenecida,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino: atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclamida, itraconazol, digoxina, m orfina, probenecida.",0,fonte1,manual,1.0
cloridrato de moxifloxacino,ciclosporina,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino: atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclamida, itraconazol, digoxina, m orfina, probenecida.",0,fonte1,manual,1.0
cloridrato de moxifloxacino,digoxina,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino: atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclamida, itraconazol, digoxina, m orfina, probenecida.",0,fonte1,manual,1.0
cloridrato de moxifloxacino,itraconazol,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino: atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclamida, itraconazol, digoxina, m orfina, probenecida.",0,fonte1,manual,1.0
cloridrato de moxifloxacino,glibenclamida,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino: atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclamida, itraconazol, digoxina, m orfina, probenecida.",0,fonte1,manual,1.0
cabazitaxel,claritromicina,"INTERAÇÕES MEDICAMENTOSAS Medic amento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomita nte de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavi r, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina , carbamazepina ou fen itoína) da enzima CYP3A.",1,fonte1,manual,1.0
cabazitaxel,carbamazepina,"INTERAÇÕES MEDICAMENTOSAS Medic amento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomita nte de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavi r, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina , carbamazepina ou fen itoína) da enzima CYP3A.",1,fonte1,manual,1.0
cabazitaxel,cetoconazol,"INTERAÇÕES MEDICAMENTOSAS Medic amento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomita nte de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavi r, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina , carbamazepina ou fen itoína) da enzima CYP3A.",1,fonte1,manual,1.0
cabazitaxel,itraconazol,"INTERAÇÕES MEDICAMENTOSAS Medic amento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomita nte de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavi r, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina , carbamazepina ou fen itoína) da enzima CYP3A.",1,fonte1,manual,1.0
cabazitaxel,rifampicina,"INTERAÇÕES MEDICAMENTOSAS Medic amento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomita nte de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavi r, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina , carbamazepina ou fen itoína) da enzima CYP3A.",1,fonte1,manual,1.0
cabazitaxel,claritromicina,"INTERAÇÕES MEDICAMENTOSAS Medicamento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomitante de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina, carbamazepina ou fenitoína) da CYP3A.",1,fonte1,manual,1.0
cabazitaxel,carbamazepina,"INTERAÇÕES MEDICAMENTOSAS Medicamento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomitante de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina, carbamazepina ou fenitoína) da CYP3A.",1,fonte1,manual,1.0
cabazitaxel,cetoconazol,"INTERAÇÕES MEDICAMENTOSAS Medicamento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomitante de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina, carbamazepina ou fenitoína) da CYP3A.",1,fonte1,manual,1.0
cabazitaxel,itraconazol,"INTERAÇÕES MEDICAMENTOSAS Medicamento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomitante de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina, carbamazepina ou fenitoína) da CYP3A.",1,fonte1,manual,1.0
cabazitaxel,rifampicina,"INTERAÇÕES MEDICAMENTOSAS Medicamento -medicamento O metabolismo de cabazitaxel é modificado pela administração concomitante de substâncias conhecidas como fortes inibidores (ex: cetoconazol, itraconazol, claritromicina, atazanavir, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina, voriconazol) ou fortes indutores (ex: rifampicina, carbamazepina ou fenitoína) da CYP3A.",1,fonte1,manual,1.0
cloridrato de hidroxizina,eritromicina,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
cloridrato de hidroxizina,claritromicina,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
cloridrato de hidroxizina,fluoxetina,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
cloridrato de hidroxizina,cetoconazol,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
